idSucursal;idTipoPaquete;Servicio Cable;Fibra optica;Servicio Internet;Servicio Telefonía;PP Paquete;PN Paquete;Tarifa Promocional;SIMETRÍA;internet_promo;internet_promo_temp;tar_promocional_temp;QUERY
108;2;2;;60;1;$600;$650;450;0;120;6;6;(NULL, '108', '2', '2', '', '60', '1', '600', '650', '0', '120', '6', '450', '1', current_timestamp()),
108;2;2;;100;1;$700;$750;550;0;200;6;6;(NULL, '108', '2', '2', '', '100', '1', '700', '750', '0', '200', '6', '550', '1', current_timestamp()),
108;2;2;;250;1;$800;$850;650;0;500;6;6;(NULL, '108', '2', '2', '', '250', '1', '800', '850', '0', '500', '6', '650', '1', current_timestamp()),
108;2;2;;500;1;$900;$950;750;0;1000;6;6;(NULL, '108', '2', '2', '', '500', '1', '900', '950', '0', '1000', '6', '750', '1', current_timestamp()),
108;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '108', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
108;3;0;;100;1;$550;$600;400;0;200;6;6;(NULL, '108', '3', '0', '', '100', '1', '550', '600', '0', '200', '6', '400', '1', current_timestamp()),
108;3;0;;250;1;$650;$700;500;0;500;6;6;(NULL, '108', '3', '0', '', '250', '1', '650', '700', '0', '500', '6', '500', '1', current_timestamp()),
108;3;0;;500;1;$750;$800;600;0;1000;6;6;(NULL, '108', '3', '0', '', '500', '1', '750', '800', '0', '1000', '6', '600', '1', current_timestamp()),
108;3;0;;60;1;$500;$600;0;1;;;;(NULL, '108', '3', '0', '', '60', '1', '500', '600', '1', '', '', '0', '1', current_timestamp()),
108;3;0;;100;1;$600;$700;0;1;;;;(NULL, '108', '3', '0', '', '100', '1', '600', '700', '1', '', '', '0', '1', current_timestamp()),
108;3;0;;250;1;$700;$800;0;1;;;;(NULL, '108', '3', '0', '', '250', '1', '700', '800', '1', '', '', '0', '1', current_timestamp()),
108;3;0;;500;1;$800;$900;0;1;;;;(NULL, '108', '3', '0', '', '500', '1', '800', '900', '1', '', '', '0', '1', current_timestamp()),
108;2;2;;60;1;$650;$750;;1;;;;(NULL, '108', '2', '2', '', '60', '1', '650', '750', '1', '', '', '', '1', current_timestamp()),
108;2;2;;100;1;$750;$850;;1;;;;(NULL, '108', '2', '2', '', '100', '1', '750', '850', '1', '', '', '', '1', current_timestamp()),
108;2;2;;250;1;$850;$950;;1;;;;(NULL, '108', '2', '2', '', '250', '1', '850', '950', '1', '', '', '', '1', current_timestamp()),
108;2;2;;500;1;$950;$1.050;;1;;;;(NULL, '108', '2', '2', '', '500', '1', '950', '1050', '1', '', '', '', '1', current_timestamp()),
108;1;1;;1000;1;$1.000;$1.100;;0;;;;(NULL, '108', '1', '1', '', '1000', '1', '1000', '1100', '0', '', '', '', '1', current_timestamp()),
109;2;2;;60;1;$600;$650;450;0;120;6;6;(NULL, '109', '2', '2', '', '60', '1', '600', '650', '0', '120', '6', '450', '1', current_timestamp()),
109;2;2;;100;1;$700;$750;550;0;200;6;6;(NULL, '109', '2', '2', '', '100', '1', '700', '750', '0', '200', '6', '550', '1', current_timestamp()),
109;2;2;;250;1;$800;$850;650;0;500;6;6;(NULL, '109', '2', '2', '', '250', '1', '800', '850', '0', '500', '6', '650', '1', current_timestamp()),
109;2;2;;500;1;$900;$950;750;0;1000;6;6;(NULL, '109', '2', '2', '', '500', '1', '900', '950', '0', '1000', '6', '750', '1', current_timestamp()),
109;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '109', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
109;3;0;;100;1;$550;$600;400;0;200;6;6;(NULL, '109', '3', '0', '', '100', '1', '550', '600', '0', '200', '6', '400', '1', current_timestamp()),
109;3;0;;250;1;$650;$700;500;0;500;6;6;(NULL, '109', '3', '0', '', '250', '1', '650', '700', '0', '500', '6', '500', '1', current_timestamp()),
109;3;0;;500;1;$750;$800;600;0;1000;6;6;(NULL, '109', '3', '0', '', '500', '1', '750', '800', '0', '1000', '6', '600', '1', current_timestamp()),
109;3;0;;60;1;$500;$600;0;1;;;;(NULL, '109', '3', '0', '', '60', '1', '500', '600', '1', '', '', '0', '1', current_timestamp()),
109;3;0;;100;1;$600;$700;0;1;;;;(NULL, '109', '3', '0', '', '100', '1', '600', '700', '1', '', '', '0', '1', current_timestamp()),
109;3;0;;250;1;$700;$800;0;1;;;;(NULL, '109', '3', '0', '', '250', '1', '700', '800', '1', '', '', '0', '1', current_timestamp()),
109;3;0;;500;1;$800;$900;0;1;;;;(NULL, '109', '3', '0', '', '500', '1', '800', '900', '1', '', '', '0', '1', current_timestamp()),
109;2;2;;60;1;$650;$750;;1;;;;(NULL, '109', '2', '2', '', '60', '1', '650', '750', '1', '', '', '', '1', current_timestamp()),
109;2;2;;100;1;$750;$850;;1;;;;(NULL, '109', '2', '2', '', '100', '1', '750', '850', '1', '', '', '', '1', current_timestamp()),
109;2;2;;250;1;$850;$950;;1;;;;(NULL, '109', '2', '2', '', '250', '1', '850', '950', '1', '', '', '', '1', current_timestamp()),
109;2;2;;500;1;$950;$1.050;;1;;;;(NULL, '109', '2', '2', '', '500', '1', '950', '1050', '1', '', '', '', '1', current_timestamp()),
109;1;1;;1000;1;$1.000;$1.100;;0;;;;(NULL, '109', '1', '1', '', '1000', '1', '1000', '1100', '0', '', '', '', '1', current_timestamp()),
110;2;2;;60;1;$600;$650;450;0;120;6;6;(NULL, '110', '2', '2', '', '60', '1', '600', '650', '0', '120', '6', '450', '1', current_timestamp()),
110;2;2;;100;1;$700;$750;550;0;200;6;6;(NULL, '110', '2', '2', '', '100', '1', '700', '750', '0', '200', '6', '550', '1', current_timestamp()),
110;2;2;;250;1;$800;$850;650;0;500;6;6;(NULL, '110', '2', '2', '', '250', '1', '800', '850', '0', '500', '6', '650', '1', current_timestamp()),
110;2;2;;500;1;$900;$950;750;0;1000;6;6;(NULL, '110', '2', '2', '', '500', '1', '900', '950', '0', '1000', '6', '750', '1', current_timestamp()),
110;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '110', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
110;3;0;;100;1;$550;$600;400;0;200;6;6;(NULL, '110', '3', '0', '', '100', '1', '550', '600', '0', '200', '6', '400', '1', current_timestamp()),
110;3;0;;250;1;$650;$700;500;0;500;6;6;(NULL, '110', '3', '0', '', '250', '1', '650', '700', '0', '500', '6', '500', '1', current_timestamp()),
110;3;0;;500;1;$750;$800;600;0;1000;6;6;(NULL, '110', '3', '0', '', '500', '1', '750', '800', '0', '1000', '6', '600', '1', current_timestamp()),
110;3;0;;60;1;$500;$600;0;1;;;;(NULL, '110', '3', '0', '', '60', '1', '500', '600', '1', '', '', '0', '1', current_timestamp()),
110;3;0;;100;1;$600;$700;0;1;;;;(NULL, '110', '3', '0', '', '100', '1', '600', '700', '1', '', '', '0', '1', current_timestamp()),
110;3;0;;250;1;$700;$800;0;1;;;;(NULL, '110', '3', '0', '', '250', '1', '700', '800', '1', '', '', '0', '1', current_timestamp()),
110;3;0;;500;1;$800;$900;0;1;;;;(NULL, '110', '3', '0', '', '500', '1', '800', '900', '1', '', '', '0', '1', current_timestamp()),
110;2;2;;60;1;$650;$750;;1;;;;(NULL, '110', '2', '2', '', '60', '1', '650', '750', '1', '', '', '', '1', current_timestamp()),
110;2;2;;100;1;$750;$850;;1;;;;(NULL, '110', '2', '2', '', '100', '1', '750', '850', '1', '', '', '', '1', current_timestamp()),
110;2;2;;250;1;$850;$950;;1;;;;(NULL, '110', '2', '2', '', '250', '1', '850', '950', '1', '', '', '', '1', current_timestamp()),
110;2;2;;500;1;$950;$1.050;;1;;;;(NULL, '110', '2', '2', '', '500', '1', '950', '1050', '1', '', '', '', '1', current_timestamp()),
110;1;1;;1000;1;$1.000;$1.100;;0;;;;(NULL, '110', '1', '1', '', '1000', '1', '1000', '1100', '0', '', '', '', '1', current_timestamp()),
111;2;1;;60;1;$600;$650;450;0;120;6;6;(NULL, '111', '2', '1', '', '60', '1', '600', '650', '0', '120', '6', '450', '1', current_timestamp()),
111;2;1;;100;1;$700;$750;550;0;200;6;6;(NULL, '111', '2', '1', '', '100', '1', '700', '750', '0', '200', '6', '550', '1', current_timestamp()),
111;2;1;;250;1;$800;$850;650;0;500;6;6;(NULL, '111', '2', '1', '', '250', '1', '800', '850', '0', '500', '6', '650', '1', current_timestamp()),
111;2;1;;500;1;$900;$950;750;0;1000;6;6;(NULL, '111', '2', '1', '', '500', '1', '900', '950', '0', '1000', '6', '750', '1', current_timestamp()),
111;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '111', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
111;3;0;;100;1;$550;$600;400;0;200;6;6;(NULL, '111', '3', '0', '', '100', '1', '550', '600', '0', '200', '6', '400', '1', current_timestamp()),
111;3;0;;250;1;$650;$700;500;0;500;6;6;(NULL, '111', '3', '0', '', '250', '1', '650', '700', '0', '500', '6', '500', '1', current_timestamp()),
111;3;0;;500;1;$750;$800;600;0;1000;6;6;(NULL, '111', '3', '0', '', '500', '1', '750', '800', '0', '1000', '6', '600', '1', current_timestamp()),
111;3;0;;60;1;$500;$600;0;1;;;;(NULL, '111', '3', '0', '', '60', '1', '500', '600', '1', '', '', '0', '1', current_timestamp()),
111;3;0;;100;1;$600;$700;0;1;;;;(NULL, '111', '3', '0', '', '100', '1', '600', '700', '1', '', '', '0', '1', current_timestamp()),
111;3;0;;250;1;$700;$800;0;1;;;;(NULL, '111', '3', '0', '', '250', '1', '700', '800', '1', '', '', '0', '1', current_timestamp()),
111;3;0;;500;1;$800;$900;0;1;;;;(NULL, '111', '3', '0', '', '500', '1', '800', '900', '1', '', '', '0', '1', current_timestamp()),
111;2;1;;60;1;$650;$750;;1;;;;(NULL, '111', '2', '1', '', '60', '1', '650', '750', '1', '', '', '', '1', current_timestamp()),
111;2;1;;100;1;$750;$850;;1;;;;(NULL, '111', '2', '1', '', '100', '1', '750', '850', '1', '', '', '', '1', current_timestamp()),
111;2;1;;250;1;$850;$950;;1;;;;(NULL, '111', '2', '1', '', '250', '1', '850', '950', '1', '', '', '', '1', current_timestamp()),
111;2;1;;500;1;$950;$1.050;;1;;;;(NULL, '111', '2', '1', '', '500', '1', '950', '1050', '1', '', '', '', '1', current_timestamp()),
111;1;1;;1000;1;$1.000;$1.100;;0;;;;(NULL, '111', '1', '1', '', '1000', '1', '1000', '1100', '0', '', '', '', '1', current_timestamp()),
112;2;1;;60;1;$600;$650;450;0;120;6;6;(NULL, '112', '2', '1', '', '60', '1', '600', '650', '0', '120', '6', '450', '1', current_timestamp()),
112;2;1;;100;1;$700;$750;550;0;200;6;6;(NULL, '112', '2', '1', '', '100', '1', '700', '750', '0', '200', '6', '550', '1', current_timestamp()),
112;2;1;;250;1;$800;$850;650;0;500;6;6;(NULL, '112', '2', '1', '', '250', '1', '800', '850', '0', '500', '6', '650', '1', current_timestamp()),
112;2;1;;500;1;$900;$950;750;0;1000;6;6;(NULL, '112', '2', '1', '', '500', '1', '900', '950', '0', '1000', '6', '750', '1', current_timestamp()),
112;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '112', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
112;3;0;;100;1;$550;$600;400;0;200;6;6;(NULL, '112', '3', '0', '', '100', '1', '550', '600', '0', '200', '6', '400', '1', current_timestamp()),
112;3;0;;250;1;$650;$700;500;0;500;6;6;(NULL, '112', '3', '0', '', '250', '1', '650', '700', '0', '500', '6', '500', '1', current_timestamp()),
112;3;0;;500;1;$750;$800;600;0;1000;6;6;(NULL, '112', '3', '0', '', '500', '1', '750', '800', '0', '1000', '6', '600', '1', current_timestamp()),
112;3;0;;60;1;$500;$600;0;1;;;;(NULL, '112', '3', '0', '', '60', '1', '500', '600', '1', '', '', '0', '1', current_timestamp()),
112;3;0;;100;1;$600;$700;0;1;;;;(NULL, '112', '3', '0', '', '100', '1', '600', '700', '1', '', '', '0', '1', current_timestamp()),
112;3;0;;250;1;$700;$800;0;1;;;;(NULL, '112', '3', '0', '', '250', '1', '700', '800', '1', '', '', '0', '1', current_timestamp()),
112;3;0;;500;1;$800;$900;0;1;;;;(NULL, '112', '3', '0', '', '500', '1', '800', '900', '1', '', '', '0', '1', current_timestamp()),
112;2;1;;60;1;$650;$750;;1;;;;(NULL, '112', '2', '1', '', '60', '1', '650', '750', '1', '', '', '', '1', current_timestamp()),
112;2;1;;100;1;$750;$850;;1;;;;(NULL, '112', '2', '1', '', '100', '1', '750', '850', '1', '', '', '', '1', current_timestamp()),
112;2;1;;250;1;$850;$950;;1;;;;(NULL, '112', '2', '1', '', '250', '1', '850', '950', '1', '', '', '', '1', current_timestamp()),
112;2;1;;500;1;$950;$1.050;;1;;;;(NULL, '112', '2', '1', '', '500', '1', '950', '1050', '1', '', '', '', '1', current_timestamp()),
112;1;1;;1000;1;$1.000;$1.100;;0;;;;(NULL, '112', '1', '1', '', '1000', '1', '1000', '1100', '0', '', '', '', '1', current_timestamp()),
113;3;0;;60;1;$500;$600;0;1;;;;(NULL, '113', '3', '0', '', '60', '1', '500', '600', '1', '', '', '0', '1', current_timestamp()),
113;2;1;;60;1;$650;$700;;0;;;;(NULL, '113', '2', '1', '', '60', '1', '650', '700', '0', '', '', '', '1', current_timestamp()),
113;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '113', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
113;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '113', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
114;2;2;;60;1;$550;$600;400;0;120;6;6;(NULL, '114', '2', '2', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
114;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '114', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
115;2;2;;60;1;$550;$600;400;0;120;6;6;(NULL, '115', '2', '2', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
115;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '115', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
116;2;1;;60;1;$600;$650;450;0;120;6;6;(NULL, '116', '2', '1', '', '60', '1', '600', '650', '0', '120', '6', '450', '1', current_timestamp()),
116;2;1;;100;1;$650;$700;550;0;200;6;6;(NULL, '116', '2', '1', '', '100', '1', '650', '700', '0', '200', '6', '550', '1', current_timestamp()),
116;2;1;;250;1;$750;$800;650;0;500;6;6;(NULL, '116', '2', '1', '', '250', '1', '750', '800', '0', '500', '6', '650', '1', current_timestamp()),
116;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '116', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
116;3;0;;100;1;$550;$600;400;0;200;6;6;(NULL, '116', '3', '0', '', '100', '1', '550', '600', '0', '200', '6', '400', '1', current_timestamp()),
116;3;0;;250;1;$650;$700;500;0;500;6;6;(NULL, '116', '3', '0', '', '250', '1', '650', '700', '0', '500', '6', '500', '1', current_timestamp()),
117;2;1;;60;1;$600;$650;450;0;120;6;6;(NULL, '117', '2', '1', '', '60', '1', '600', '650', '0', '120', '6', '450', '1', current_timestamp()),
117;2;1;;100;1;$650;$700;550;0;200;6;6;(NULL, '117', '2', '1', '', '100', '1', '650', '700', '0', '200', '6', '550', '1', current_timestamp()),
117;2;1;;250;1;$750;$800;650;0;500;6;6;(NULL, '117', '2', '1', '', '250', '1', '750', '800', '0', '500', '6', '650', '1', current_timestamp()),
117;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '117', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
117;3;0;;100;1;$550;$600;400;0;200;6;6;(NULL, '117', '3', '0', '', '100', '1', '550', '600', '0', '200', '6', '400', '1', current_timestamp()),
117;3;0;;250;1;$650;$700;500;0;500;6;6;(NULL, '117', '3', '0', '', '250', '1', '650', '700', '0', '500', '6', '500', '1', current_timestamp()),
118;2;2;;60;1;$600;$650;450;0;120;6;6;(NULL, '118', '2', '2', '', '60', '1', '600', '650', '0', '120', '6', '450', '1', current_timestamp()),
118;2;2;;100;1;$700;$750;550;0;200;6;6;(NULL, '118', '2', '2', '', '100', '1', '700', '750', '0', '200', '6', '550', '1', current_timestamp()),
118;2;2;;250;1;$800;$850;650;0;500;6;6;(NULL, '118', '2', '2', '', '250', '1', '800', '850', '0', '500', '6', '650', '1', current_timestamp()),
118;2;2;;500;1;$900;$950;750;0;1000;6;6;(NULL, '118', '2', '2', '', '500', '1', '900', '950', '0', '1000', '6', '750', '1', current_timestamp()),
118;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '118', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
118;3;0;;100;1;$550;$600;400;0;200;6;6;(NULL, '118', '3', '0', '', '100', '1', '550', '600', '0', '200', '6', '400', '1', current_timestamp()),
118;3;0;;250;1;$650;$700;500;0;500;6;6;(NULL, '118', '3', '0', '', '250', '1', '650', '700', '0', '500', '6', '500', '1', current_timestamp()),
118;3;0;;500;1;$750;$800;600;0;1000;6;6;(NULL, '118', '3', '0', '', '500', '1', '750', '800', '0', '1000', '6', '600', '1', current_timestamp()),
118;3;0;;60;1;$500;$600;0;1;;;;(NULL, '118', '3', '0', '', '60', '1', '500', '600', '1', '', '', '0', '1', current_timestamp()),
118;3;0;;100;1;$600;$700;0;1;;;;(NULL, '118', '3', '0', '', '100', '1', '600', '700', '1', '', '', '0', '1', current_timestamp()),
118;3;0;;250;1;$700;$800;0;1;;;;(NULL, '118', '3', '0', '', '250', '1', '700', '800', '1', '', '', '0', '1', current_timestamp()),
118;3;0;;500;1;$800;$900;0;1;;;;(NULL, '118', '3', '0', '', '500', '1', '800', '900', '1', '', '', '0', '1', current_timestamp()),
118;2;2;;60;1;$650;$750;;1;;;;(NULL, '118', '2', '2', '', '60', '1', '650', '750', '1', '', '', '', '1', current_timestamp()),
118;2;2;;100;1;$750;$850;;1;;;;(NULL, '118', '2', '2', '', '100', '1', '750', '850', '1', '', '', '', '1', current_timestamp()),
118;2;2;;250;1;$850;$950;;1;;;;(NULL, '118', '2', '2', '', '250', '1', '850', '950', '1', '', '', '', '1', current_timestamp()),
118;2;2;;500;1;$950;$1.050;;1;;;;(NULL, '118', '2', '2', '', '500', '1', '950', '1050', '1', '', '', '', '1', current_timestamp()),
118;1;1;;1000;1;$1.000;$1.100;;0;;;;(NULL, '118', '1', '1', '', '1000', '1', '1000', '1100', '0', '', '', '', '1', current_timestamp()),
119;2;1;;60;1;$600;$650;450;0;120;6;6;(NULL, '119', '2', '1', '', '60', '1', '600', '650', '0', '120', '6', '450', '1', current_timestamp()),
119;2;1;;100;1;$700;$750;550;0;200;6;6;(NULL, '119', '2', '1', '', '100', '1', '700', '750', '0', '200', '6', '550', '1', current_timestamp()),
119;2;1;;250;1;$800;$850;650;0;500;6;6;(NULL, '119', '2', '1', '', '250', '1', '800', '850', '0', '500', '6', '650', '1', current_timestamp()),
119;2;1;;500;1;$900;$950;750;0;1000;6;6;(NULL, '119', '2', '1', '', '500', '1', '900', '950', '0', '1000', '6', '750', '1', current_timestamp()),
119;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '119', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
119;3;0;;100;1;$550;$600;400;0;200;6;6;(NULL, '119', '3', '0', '', '100', '1', '550', '600', '0', '200', '6', '400', '1', current_timestamp()),
119;3;0;;250;1;$650;$700;500;0;500;6;6;(NULL, '119', '3', '0', '', '250', '1', '650', '700', '0', '500', '6', '500', '1', current_timestamp()),
119;3;0;;500;1;$750;$800;600;0;1000;6;6;(NULL, '119', '3', '0', '', '500', '1', '750', '800', '0', '1000', '6', '600', '1', current_timestamp()),
119;3;0;;60;1;$500;$600;0;1;;;;(NULL, '119', '3', '0', '', '60', '1', '500', '600', '1', '', '', '0', '1', current_timestamp()),
119;3;0;;100;1;$600;$700;0;1;;;;(NULL, '119', '3', '0', '', '100', '1', '600', '700', '1', '', '', '0', '1', current_timestamp()),
119;3;0;;250;1;$700;$800;0;1;;;;(NULL, '119', '3', '0', '', '250', '1', '700', '800', '1', '', '', '0', '1', current_timestamp()),
119;3;0;;500;1;$800;$900;0;1;;;;(NULL, '119', '3', '0', '', '500', '1', '800', '900', '1', '', '', '0', '1', current_timestamp()),
119;2;1;;60;1;$650;$750;;1;;;;(NULL, '119', '2', '1', '', '60', '1', '650', '750', '1', '', '', '', '1', current_timestamp()),
119;2;1;;100;1;$750;$850;;1;;;;(NULL, '119', '2', '1', '', '100', '1', '750', '850', '1', '', '', '', '1', current_timestamp()),
119;2;1;;250;1;$850;$950;;1;;;;(NULL, '119', '2', '1', '', '250', '1', '850', '950', '1', '', '', '', '1', current_timestamp()),
119;2;1;;500;1;$950;$1.050;;1;;;;(NULL, '119', '2', '1', '', '500', '1', '950', '1050', '1', '', '', '', '1', current_timestamp()),
119;1;1;;1000;1;$1.000;$1.100;;0;;;;(NULL, '119', '1', '1', '', '1000', '1', '1000', '1100', '0', '', '', '', '1', current_timestamp()),
120;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '120', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
120;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '120', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
121;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '121', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
121;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '121', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
122;2;1;;60;1;$600;$650;450;0;120;6;6;(NULL, '122', '2', '1', '', '60', '1', '600', '650', '0', '120', '6', '450', '1', current_timestamp()),
122;2;1;;100;1;$700;$750;550;0;200;6;6;(NULL, '122', '2', '1', '', '100', '1', '700', '750', '0', '200', '6', '550', '1', current_timestamp()),
122;2;1;;250;1;$800;$850;650;0;500;6;6;(NULL, '122', '2', '1', '', '250', '1', '800', '850', '0', '500', '6', '650', '1', current_timestamp()),
122;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '122', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
122;3;0;;100;1;$550;$600;400;0;200;6;6;(NULL, '122', '3', '0', '', '100', '1', '550', '600', '0', '200', '6', '400', '1', current_timestamp()),
122;3;0;;250;1;$650;$700;500;0;500;6;6;(NULL, '122', '3', '0', '', '250', '1', '650', '700', '0', '500', '6', '500', '1', current_timestamp()),
123;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '123', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
123;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '123', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
124;2;1;;60;1;$600;$650;450;0;120;6;6;(NULL, '124', '2', '1', '', '60', '1', '600', '650', '0', '120', '6', '450', '1', current_timestamp()),
124;2;1;;100;1;$700;$750;550;0;200;6;6;(NULL, '124', '2', '1', '', '100', '1', '700', '750', '0', '200', '6', '550', '1', current_timestamp()),
124;2;1;;250;1;$800;$850;650;0;500;6;6;(NULL, '124', '2', '1', '', '250', '1', '800', '850', '0', '500', '6', '650', '1', current_timestamp()),
124;2;1;;500;1;$900;$950;750;0;1000;6;6;(NULL, '124', '2', '1', '', '500', '1', '900', '950', '0', '1000', '6', '750', '1', current_timestamp()),
124;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '124', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
124;3;0;;100;1;$550;$600;400;0;200;6;6;(NULL, '124', '3', '0', '', '100', '1', '550', '600', '0', '200', '6', '400', '1', current_timestamp()),
124;3;0;;250;1;$650;$700;500;0;500;6;6;(NULL, '124', '3', '0', '', '250', '1', '650', '700', '0', '500', '6', '500', '1', current_timestamp()),
124;3;0;;500;1;$750;$800;600;0;1000;6;6;(NULL, '124', '3', '0', '', '500', '1', '750', '800', '0', '1000', '6', '600', '1', current_timestamp()),
124;3;0;;60;1;$500;$600;0;1;;;;(NULL, '124', '3', '0', '', '60', '1', '500', '600', '1', '', '', '0', '1', current_timestamp()),
124;3;0;;100;1;$600;$700;0;1;;;;(NULL, '124', '3', '0', '', '100', '1', '600', '700', '1', '', '', '0', '1', current_timestamp()),
124;3;0;;250;1;$700;$800;0;1;;;;(NULL, '124', '3', '0', '', '250', '1', '700', '800', '1', '', '', '0', '1', current_timestamp()),
124;3;0;;500;1;$800;$900;0;1;;;;(NULL, '124', '3', '0', '', '500', '1', '800', '900', '1', '', '', '0', '1', current_timestamp()),
124;2;1;;60;1;$650;$750;;1;;;;(NULL, '124', '2', '1', '', '60', '1', '650', '750', '1', '', '', '', '1', current_timestamp()),
124;2;1;;100;1;$750;$850;;1;;;;(NULL, '124', '2', '1', '', '100', '1', '750', '850', '1', '', '', '', '1', current_timestamp()),
124;2;1;;250;1;$850;$950;;1;;;;(NULL, '124', '2', '1', '', '250', '1', '850', '950', '1', '', '', '', '1', current_timestamp()),
124;2;1;;500;1;$950;$1.050;;1;;;;(NULL, '124', '2', '1', '', '500', '1', '950', '1050', '1', '', '', '', '1', current_timestamp()),
124;1;1;;1000;1;$1.000;$1.100;;0;;;;(NULL, '124', '1', '1', '', '1000', '1', '1000', '1100', '0', '', '', '', '1', current_timestamp()),
125;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '125', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
125;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '125', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
126;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '126', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
126;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '126', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
127;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '127', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
127;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '127', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
128;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '128', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
128;2;2;;60;1;$550;$600;400;0;120;6;6;(NULL, '128', '2', '2', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
129;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '129', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
129;2;2;;60;1;$550;$600;400;0;120;6;6;(NULL, '129', '2', '2', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
130;2;2;;60;1;$600;$650;450;0;120;6;6;(NULL, '130', '2', '2', '', '60', '1', '600', '650', '0', '120', '6', '450', '1', current_timestamp()),
130;2;2;;100;1;$700;$750;550;0;200;6;6;(NULL, '130', '2', '2', '', '100', '1', '700', '750', '0', '200', '6', '550', '1', current_timestamp()),
