idSucursal;idTipoPaquete;idServicioCable;fibraOptica;velocidadInternet;telefonia;precioPromoPaquete;precioNormalPaquete;tarifaPromocional;simetria;velocidadPromo;tiempoVelocidadPromo
165;2;1;;60;1;$550;$600;400;0;120;6
166;2;2;;60;1;$600;$650;450;0;120;6
166;2;2;;100;1;$700;$750;550;0;200;6
166;2;2;;250;1;$800;$850;650;0;500;6
166;2;2;;500;1;$900;$950;750;0;1000;6
166;3;0;;60;1;$450;$500;300;0;120;6
166;3;0;;100;1;$550;$600;400;0;200;6
166;3;0;;250;1;$650;$700;500;0;500;6
166;3;0;;500;1;$750;$800;600;0;1000;6
166;3;0;;60;1;$500;$600;0;1;;
166;3;0;;100;1;$600;$700;0;1;;
166;3;0;;250;1;$700;$800;0;1;;
166;3;0;;500;1;$800;$900;0;1;;
166;2;2;;60;1;$650;$750;;1;;
166;2;2;;100;1;$750;$850;;1;;
166;2;2;;250;1;$850;$950;;1;;
166;2;2;;500;1;$950;$1.050;;1;;
166;1;1;;1000;1;$1.000;$1.100;;0;;
167;3;0;;60;1;$450;$500;300;0;120;6
167;2;1;;60;1;$550;$600;400;0;120;6
168;3;0;;60;1;$450;$500;300;0;120;6
168;2;1;;60;1;$550;$600;400;0;120;6
169;3;0;;60;1;$450;$500;300;0;120;6
169;2;2;;60;1;$550;$600;400;0;120;6
170;3;0;;60;1;$450;$500;300;0;120;6
170;2;2;;60;1;$550;$600;400;0;120;6
171;3;0;;60;1;$450;$500;300;0;120;6
171;2;2;;60;1;$550;$600;400;0;120;6
172;2;2;;60;1;$600;$650;450;0;120;6
172;2;2;;100;1;$700;$750;550;0;200;6
172;2;2;;250;1;$800;$850;650;0;500;6
172;2;2;;500;1;$900;$950;750;0;1000;6
172;3;0;;60;1;$450;$500;300;0;120;6
172;3;0;;100;1;$550;$600;400;0;200;6
172;3;0;;250;1;$650;$700;500;0;500;6
172;3;0;;500;1;$750;$800;600;0;1000;6
172;3;0;;60;1;$500;$600;0;1;;
172;3;0;;100;1;$600;$700;0;1;;
172;3;0;;250;1;$700;$800;0;1;;
172;3;0;;500;1;$800;$900;0;1;;
172;2;2;;60;1;$650;$750;;1;;
172;2;2;;100;1;$750;$850;;1;;
172;2;2;;250;1;$850;$950;;1;;
172;2;2;;500;1;$950;$1.050;;1;;
172;1;1;;1000;1;$1.000;$1.100;;0;;
173;2;2;;60;1;$600;$650;450;0;120;6
173;2;2;;100;1;$700;$750;550;0;200;6
173;2;2;;250;1;$800;$850;650;0;500;6
173;2;2;;500;1;$900;$950;750;0;1000;6
173;3;0;;60;1;$450;$500;300;0;120;6
173;3;0;;100;1;$550;$600;400;0;200;6
173;3;0;;250;1;$650;$700;500;0;500;6
173;3;0;;500;1;$750;$800;600;0;1000;6
173;3;0;;60;1;$500;$600;0;1;;
173;3;0;;100;1;$600;$700;0;1;;
173;3;0;;250;1;$700;$800;0;1;;
173;3;0;;500;1;$800;$900;0;1;;
173;2;2;;60;1;$650;$750;;1;;
173;2;2;;100;1;$750;$850;;1;;
173;2;2;;250;1;$850;$950;;1;;
173;2;2;;500;1;$950;$1.050;;1;;
173;1;1;;1000;1;$1.000;$1.100;;0;;
174;2;2;;60;1;$600;$650;450;0;120;6
174;2;2;;100;1;$700;$750;550;0;200;6
174;2;2;;250;1;$800;$850;650;0;500;6
174;2;2;;500;1;$900;$950;750;0;1000;6
174;3;0;;60;1;$450;$500;300;0;120;6
174;3;0;;100;1;$550;$600;400;0;200;6
174;3;0;;250;1;$650;$700;500;0;500;6
174;3;0;;500;1;$750;$800;600;0;1000;6
174;3;0;;60;1;$500;$600;0;1;;
174;3;0;;100;1;$600;$700;0;1;;
174;3;0;;250;1;$700;$800;0;1;;
174;3;0;;500;1;$800;$900;0;1;;
174;2;2;;60;1;$650;$750;;1;;
174;2;2;;100;1;$750;$850;;1;;
174;2;2;;250;1;$850;$950;;1;;
174;2;2;;500;1;$950;$1.050;;1;;
174;1;1;;1000;1;$1.000;$1.100;;0;;
175;3;0;;60;1;$450;$500;300;0;120;6
175;2;1;;60;1;$550;$600;400;0;120;6
176;3;0;;60;1;$450;$500;300;0;120;6
176;2;1;;60;1;$550;$600;400;0;120;6
177;2;2;;60;1;$550;$600;400;0;120;6
177;3;0;;60;1;$450;$500;300;0;120;6
178;3;0;;60;1;$450;$500;300;0;120;6
178;2;1;;60;1;$550;$600;400;0;120;6
179;3;0;;100;1;$550;$600;0;0;;
179;2;1;;100;1;$650;$700;;0;;
180;3;0;;100;1;$550;$600;0;0;;
180;2;1;;100;1;$650;$700;;0;;
181;3;0;;100;1;$550;$600;0;0;;
181;2;1;;100;1;$650;$700;;0;;
182;3;0;;60;1;$450;$500;300;0;120;6
182;2;1;;60;1;$550;$600;400;0;120;6
183;3;0;;60;1;$450;$500;300;0;120;6
183;2;1;;60;1;$550;$600;400;0;120;6
184;3;0;;60;1;$450;$500;300;0;120;6
184;2;1;;60;1;$550;$600;400;0;120;6
185;2;2;;60;1;$600;$650;450;0;120;6
185;2;2;;100;1;$700;$750;550;0;200;6
185;2;2;;250;1;$800;$850;650;0;500;6
185;2;2;;500;1;$900;$950;750;0;1000;6
185;3;0;;60;1;$450;$500;300;0;120;6
185;3;0;;100;1;$550;$600;400;0;200;6
185;3;0;;250;1;$650;$700;500;0;500;6
185;3;0;;500;1;$750;$800;600;0;1000;6
185;3;0;;60;1;$500;$600;0;1;;
185;3;0;;100;1;$600;$700;0;1;;
185;3;0;;250;1;$700;$800;0;1;;
185;3;0;;500;1;$800;$900;0;1;;
185;2;2;;60;1;$650;$750;;1;;
185;2;2;;100;1;$750;$850;;1;;
185;2;2;;250;1;$850;$950;;1;;
185;2;2;;500;1;$950;$1.050;;1;;
185;1;1;;1000;1;$1.000;$1.100;;0;;
186;2;1;;60;1;$600;$650;450;0;120;6
186;2;1;;100;1;$700;$750;550;0;200;6
186;2;1;;250;1;$800;$850;650;0;500;6
186;2;1;;500;1;$900;$950;750;0;1000;6
186;3;0;;60;1;$450;$500;300;0;120;6
186;3;0;;100;1;$550;$600;400;0;200;6
186;3;0;;250;1;$650;$700;500;0;500;6
186;3;0;;500;1;$750;$800;600;0;1000;6
186;3;0;;60;1;$500;$600;0;1;;
186;3;0;;100;1;$600;$700;0;1;;
186;3;0;;250;1;$700;$800;0;1;;
186;3;0;;500;1;$800;$900;0;1;;
186;2;1;;60;1;$650;$750;;1;;
186;2;1;;100;1;$750;$850;;1;;
186;2;1;;250;1;$850;$950;;1;;
186;2;1;;500;1;$950;$1.050;;1;;
186;1;1;;1000;1;$1.000;$1.100;;0;;
187;3;0;;60;1;$450;$500;300;0;120;6
187;2;1;;60;1;$550;$600;400;0;120;6
188;3;0;;60;1;$450;$500;300;0;120;6
188;2;1;;60;1;$550;$600;400;0;120;6
189;3;0;;60;1;$450;$500;300;0;120;6
189;2;1;;60;1;$550;$600;400;0;120;6
190;3;0;;60;1;$450;$500;300;0;120;6
190;2;1;;60;1;$550;$600;400;0;120;6
191;3;0;;60;1;$450;$500;300;0;120;6
191;2;1;;60;1;$550;$600;400;0;120;6
192;3;0;;60;1;$450;$500;300;0;120;6
192;2;1;;60;1;$550;$600;400;0;120;6
193;2;1;;60;1;$600;$650;450;0;120;6
193;2;1;;100;1;$700;$750;550;0;200;6
193;2;1;;250;1;$800;$850;650;0;500;6
193;2;1;;500;1;$900;$950;750;0;1000;6
193;3;0;;60;1;$450;$500;300;0;120;6
193;3;0;;100;1;$550;$600;400;0;200;6
193;3;0;;250;1;$650;$700;500;0;500;6
193;3;0;;500;1;$750;$800;600;0;1000;6
193;3;0;;60;1;$500;$600;0;1;;
193;3;0;;100;1;$600;$700;0;1;;
193;3;0;;250;1;$700;$800;0;1;;
193;3;0;;500;1;$800;$900;0;1;;
193;2;1;;60;1;$650;$750;;1;;
193;2;1;;100;1;$750;$850;;1;;
193;2;1;;250;1;$850;$950;;1;;
193;2;1;;500;1;$950;$1.050;;1;;
193;1;1;;1000;1;$1.000;$1.100;;0;;
194;3;0;;60;1;$450;$500;300;0;120;6
194;2;1;;60;1;$550;$600;400;0;120;6
195;3;0;;60;1;$450;$500;300;0;120;6
195;2;1;;60;1;$550;$600;400;0;120;6
196;3;0;;60;1;$450;$500;300;0;120;6
196;2;1;;60;1;$550;$600;400;0;120;6
197;3;0;;100;1;$550;$600;0;0;;
197;2;1;;100;1;$650;$700;;0;;
198;3;0;;60;1;$450;$500;300;0;120;6
198;2;1;;60;1;$550;$600;400;0;120;6
199;3;0;;60;1;$450;$500;300;0;120;6
199;2;1;;60;1;$550;$600;400;0;120;6
200;3;0;;60;1;$450;$500;300;0;120;6
200;2;1;;60;1;$550;$600;400;0;120;6
201;2;1;;60;1;$600;$650;450;0;120;6
201;2;1;;100;1;$700;$750;550;0;200;6
201;2;1;;250;1;$800;$850;650;0;500;6
201;3;0;;60;1;$450;$500;300;0;120;6
201;3;0;;100;1;$550;$600;400;0;200;6
201;3;0;;250;1;$650;$700;500;0;500;6
202;3;0;;100;1;$550;$600;0;0;;
202;2;1;;100;1;$650;$700;;0;;
204;3;0;;60;1;$450;$500;300;0;120;6
204;2;2;;60;1;$550;$600;400;0;120;6
206;2;2;;60;1;$600;$650;450;0;120;6
206;2;2;;100;1;$700;$750;550;0;200;6
206;2;2;;250;1;$800;$850;650;0;500;6
206;2;2;;500;1;$900;$950;750;0;1000;6
206;3;0;;60;1;$450;$500;300;0;120;6
206;3;0;;100;1;$550;$600;400;0;200;6
206;3;0;;250;1;$650;$700;500;0;500;6
206;3;0;;500;1;$750;$800;600;0;1000;6
206;3;0;;60;1;$500;$600;0;1;;
206;3;0;;100;1;$600;$700;0;1;;
206;3;0;;250;1;$700;$800;0;1;;
206;3;0;;500;1;$800;$900;0;1;;
206;2;2;;60;1;$650;$750;;1;;
206;2;2;;100;1;$750;$850;;1;;
206;2;2;;250;1;$850;$950;;1;;
206;2;2;;500;1;$950;$1.050;;1;;
206;1;1;;1000;1;$1.000;$1.100;;0;;
208;2;2;;60;1;$600;$650;450;0;120;6
208;2;2;;100;1;$700;$750;550;0;200;6
208;2;2;;250;1;$800;$850;650;0;500;6
208;2;2;;500;1;$900;$950;750;0;1000;6
208;3;0;;60;1;$450;$500;300;0;120;6
208;3;0;;100;1;$550;$600;400;0;200;6
208;3;0;;250;1;$650;$700;500;0;500;6
208;3;0;;500;1;$750;$800;600;0;1000;6
208;3;0;;60;1;$500;$600;0;1;;
208;3;0;;100;1;$600;$700;0;1;;
208;3;0;;250;1;$700;$800;0;1;;
208;3;0;;500;1;$800;$900;0;1;;
208;2;2;;60;1;$650;$750;;1;;
208;2;2;;100;1;$750;$850;;1;;
208;2;2;;250;1;$850;$950;;1;;
208;2;2;;500;1;$950;$1.050;;1;;
208;1;1;;1000;1;$1.000;$1.100;;0;;
209;2;2;;60;1;$600;$650;450;0;120;6
209;2;2;;100;1;$700;$750;550;0;200;6
209;2;2;;250;1;$800;$850;650;0;500;6
209;3;0;;60;1;$450;$500;300;0;120;6
209;3;0;;100;1;$550;$600;400;0;200;6
209;3;0;;250;1;$650;$700;500;0;500;6
212;3;0;;60;1;$450;$500;300;0;120;6
212;2;1;;60;1;$550;$600;400;0;120;6
214;3;0;;60;1;$450;$500;300;0;120;6
214;2;2;;60;1;$550;$600;400;0;120;6
215;3;0;;60;1;$450;$500;300;0;120;6
215;2;1;;60;1;$550;$600;400;0;120;6
217;3;0;;60;1;$450;$500;300;0;120;6
217;2;2;;60;1;$550;$600;400;0;120;6
218;3;0;;60;1;$450;$500;300;0;120;6
218;2;2;;60;1;$600;$650;400;0;120;6
219;3;0;;60;1;$450;$500;300;0;120;6
219;2;1;;60;1;$550;$600;400;0;120;6
220;3;0;;60;1;$450;$500;300;0;120;6
220;2;1;;60;1;$550;$600;400;0;120;6
221;3;0;;60;1;$450;$500;300;0;120;6
221;2;1;;60;1;$550;$600;400;0;120;6
223;2;2;;60;1;$600;$650;450;0;120;6
223;2;2;;100;1;$700;$750;550;0;200;6
223;2;2;;250;1;$800;$850;650;0;500;6
223;3;0;;60;1;$450;$500;300;0;120;6
223;3;0;;100;1;$550;$600;400;0;200;6
223;3;0;;250;1;$650;$700;500;0;500;6
225;3;0;;100;1;$550;$600;0;0;;
225;2;1;;100;1;$650;$700;;0;;
226;2;2;;60;1;$600;$650;450;0;120;6
226;2;2;;100;1;$700;$750;550;0;200;6
226;2;2;;250;1;$800;$850;650;0;500;6
226;2;2;;500;1;$900;$950;750;0;1000;6
226;3;0;;60;1;$450;$500;300;0;120;6
226;3;0;;100;1;$550;$600;400;0;200;6
226;3;0;;250;1;$650;$700;500;0;500;6
226;3;0;;500;1;$750;$800;600;0;1000;6
226;3;0;;60;1;$500;$600;0;1;;
226;3;0;;100;1;$600;$700;0;1;;
226;3;0;;250;1;$700;$800;0;1;;
226;3;0;;500;1;$800;$900;0;1;;
226;2;2;;60;1;$650;$750;;1;;
226;2;2;;100;1;$750;$850;;1;;
226;2;2;;250;1;$850;$950;;1;;
226;2;2;;500;1;$950;$1.050;;1;;
226;1;1;;1000;1;$1.000;$1.100;;0;;
227;3;0;;60;1;$450;$500;300;0;120;6
227;2;2;;60;1;$550;$600;400;0;120;6
228;3;0;;60;1;$500;$600;0;1;;
228;2;1;;60;1;$650;$700;;0;;
228;3;0;;60;1;$450;$500;300;0;120;6
228;2;1;;60;1;$550;$600;400;0;120;6
229;3;0;;60;1;$450;$500;300;0;120;6
229;2;1;;60;1;$550;$600;400;0;120;6
230;3;0;;60;1;$450;$500;300;0;120;6
230;2;2;;60;1;$550;$600;400;0;120;6
231;2;2;;60;1;$550;$600;400;0;120;6
231;3;0;;60;1;$450;$500;300;0;120;6
232;3;0;;60;1;$450;$500;300;0;120;6
232;2;1;;60;1;$550;$600;400;0;120;6
233;3;0;;60;1;$500;$600;0;1;;
233;2;1;;60;1;$650;$700;;0;;
233;3;0;;60;1;$450;$500;300;0;120;6
233;2;1;;60;1;$550;$600;400;0;120;6
234;3;0;;60;1;$450;$500;300;0;120;6
234;2;1;;60;1;$550;$600;400;0;120;6
235;3;0;;60;1;$450;$500;300;0;120;6
235;2;1;;60;1;$550;$600;400;0;120;6
238;3;0;;60;1;$450;$500;300;0;120;6
238;2;1;;60;1;$550;$600;400;0;120;6
239;3;0;;60;1;$450;$500;300;0;120;6
239;2;1;;60;1;$550;$600;400;0;120;6
240;3;0;;60;1;$450;$500;300;0;120;6
240;2;1;;60;1;$550;$600;400;0;120;6
241;3;0;;60;1;$450;$500;300;0;120;6
241;2;1;;60;1;$550;$600;400;0;120;6
242;3;0;;60;1;$450;$500;300;0;120;6
242;2;2;;60;1;$550;$600;400;0;120;6
243;3;0;;60;1;$450;$500;300;0;120;6
243;2;1;;60;1;$550;$600;400;0;120;6
244;3;0;;60;1;$450;$500;300;0;;
244;2;1;;60;1;$550;$600;400;0;;
245;2;1;;60;1;$600;$650;450;0;120;6
245;2;1;;100;1;$650;$700;550;0;200;6
245;2;1;;250;1;$750;$800;650;0;500;6
245;3;0;;60;1;$450;$500;300;0;120;6
245;3;0;;100;1;$550;$600;400;0;200;6
245;3;0;;250;1;$650;$700;500;0;500;6
246;3;0;;60;1;$450;$500;300;0;120;6
246;2;1;;60;1;$550;$600;400;0;120;6
247;3;0;;60;1;$450;$500;300;0;;
247;2;1;;60;1;$550;$600;400;0;;
248;3;0;;60;1;$450;$500;300;0;;
248;2;1;;60;1;$550;$600;400;0;;
249;3;0;;60;1;$450;$500;300;0;;
249;2;1;;60;1;$550;$600;400;0;;
250;3;0;;60;1;$450;$500;300;0;120;6
250;2;1;;60;1;$550;$600;400;0;120;6
252;3;0;;60;1;$450;$500;300;0;120;6
252;2;1;;60;1;$550;$600;400;0;120;6
253;3;0;;60;1;$450;$500;300;0;120;6
253;2;1;;60;1;$550;$600;400;0;120;6
254;2;1;;60;1;$550;$600;400;0;120;6
254;3;0;;60;1;$450;$500;300;0;120;6
255;3;0;;60;1;$450;$500;300;0;120;6
255;2;1;;60;1;$550;$600;400;0;120;6
258;3;0;;60;1;$450;$500;300;0;;
258;2;1;;60;1;$550;$600;400;0;;
259;3;0;;60;1;$450;$500;300;0;;
259;2;1;;60;1;$550;$600;400;0;;
260;3;0;;60;1;$450;$500;300;0;120;6
260;2;1;;60;1;$550;$600;400;0;120;6
261;3;0;;60;1;$450;$500;300;0;120;6
261;2;1;;60;1;$550;$600;400;0;120;6
262;3;0;;60;1;$500;$600;0;1;;
262;2;2;;60;1;$650;$700;;0;;
262;3;0;;60;1;$450;$500;300;0;120;6
262;2;2;;60;1;$550;$600;400;0;120;6
263;3;0;;60;1;$450;$500;300;0;120;6
263;2;1;;60;1;$550;$600;400;0;120;6
264;2;1;;60;1;$600;$650;450;0;120;6
264;2;1;;100;1;$700;$750;550;0;200;6
264;2;1;;250;1;$800;$850;650;0;500;6
264;2;1;;500;1;$900;$950;750;0;1000;6
264;3;0;;60;1;$450;$500;300;0;120;6
264;3;0;;100;1;$550;$600;400;0;200;6
264;3;0;;250;1;$650;$700;500;0;500;6
264;3;0;;500;1;$750;$800;600;0;1000;6
264;3;0;;60;1;$500;$600;0;1;;
264;3;0;;100;1;$600;$700;0;1;;
264;3;0;;250;1;$700;$800;0;1;;
264;3;0;;500;1;$800;$900;0;1;;
264;2;1;;60;1;$650;$750;;1;;
264;2;1;;100;1;$750;$850;;1;;
264;2;1;;250;1;$850;$950;;1;;
264;2;1;;500;1;$950;$1.050;;1;;
264;1;1;;1000;1;$1.000;$1.100;;0;;
265;3;0;;60;1;$450;$500;300;0;120;6
265;2;1;;60;1;$550;$600;400;0;120;6
266;3;0;;60;1;$450;$500;300;0;120;6
266;2;2;;60;1;$550;$600;400;0;120;6
267;3;0;;60;1;$450;$500;300;0;120;6
267;2;1;;60;1;$550;$600;400;0;120;6
268;3;0;;60;1;$450;$500;300;0;120;6
268;2;1;;60;1;$550;$600;400;0;120;6
269;3;0;;60;1;$450;$500;300;0;;
269;2;1;;60;1;$550;$600;400;0;;
270;3;0;;60;1;$450;$500;300;0;120;6
270;2;1;;60;1;$550;$600;400;0;120;6
271;3;0;;60;1;$450;$500;300;0;120;6
271;2;1;;60;1;$550;$600;400;0;120;6
272;2;1;;60;1;$550;$600;400;0;120;6
272;3;0;;60;1;$450;$500;300;0;120;6
273;2;1;;60;1;$650;$600;400;0;120;6
273;3;0;;60;1;$450;$500;300;0;120;6
274;3;0;;60;1;$450;$500;300;0;120;6
274;2;1;;60;1;$550;$600;400;0;120;6
275;2;1;;60;1;$550;$600;400;0;120;6
275;3;0;;60;1;$450;$500;300;0;120;6
276;3;0;;60;1;$450;$500;300;0;120;6
276;2;1;;60;1;$550;$600;400;0;120;6
277;2;1;;60;1;$550;$600;400;0;120;6
277;3;0;;60;1;$450;$500;300;0;120;6
278;3;0;;60;1;$500;$600;0;1;;
278;2;1;;60;1;$650;$700;;0;;
278;3;0;;60;1;$450;$500;300;0;120;6
278;2;1;;60;1;$550;$600;400;0;120;6
279;3;0;;60;1;$450;$500;300;0;120;6
279;2;1;;60;1;$550;$600;400;0;120;6
280;3;0;;60;1;$450;$500;300;0;120;6
280;2;1;;60;1;$550;$600;400;0;120;6
281;3;0;;60;1;$450;$500;300;0;120;6
281;2;1;;60;1;$550;$600;400;0;120;6
282;3;0;;60;1;$450;$500;300;0;120;6
282;2;1;;60;1;$550;$600;400;0;120;6
283;3;0;;60;1;$450;$500;300;0;120;6
283;2;1;;60;1;$550;$600;400;0;120;6
284;3;0;;60;1;$450;$500;300;0;120;6
284;2;1;;60;1;$550;$600;400;0;120;6
286;3;0;;60;1;$450;$500;300;0;120;6
286;2;1;;60;1;$550;$600;400;0;120;6
287;3;0;;60;1;$450;$500;300;0;120;6
287;2;1;;60;1;$550;$600;400;0;120;6
288;2;1;;60;1;$600;$650;450;0;120;6
288;2;1;;100;1;$650;$700;550;0;200;6
288;2;1;;250;1;$750;$800;650;0;500;6
288;3;0;;60;1;$450;$500;300;0;120;6
288;3;0;;100;1;$550;$600;400;0;200;6
288;3;0;;250;1;$650;$700;500;0;500;6
289;2;1;;60;1;$600;$650;450;0;120;6
289;2;1;;100;1;$700;$750;550;0;200;6
289;2;1;;250;1;$800;$850;650;0;500;6
289;2;1;;500;1;$900;$950;750;0;1000;6
289;3;0;;60;1;$450;$500;300;0;120;6
289;3;0;;100;1;$550;$600;400;0;200;6
289;3;0;;250;1;$650;$700;500;0;500;6
289;3;0;;500;1;$750;$800;600;0;1000;6
289;3;0;;60;1;$500;$600;0;1;;
289;3;0;;100;1;$600;$700;0;1;;
289;3;0;;250;1;$700;$800;0;1;;
289;3;0;;500;1;$800;$900;0;1;;
289;2;1;;60;1;$650;$750;;1;;
289;2;1;;100;1;$750;$850;;1;;
289;2;1;;250;1;$850;$950;;1;;
289;2;1;;500;1;$950;$1.050;;1;;
289;1;1;;1000;1;$1.000;$1.100;;0;;
290;3;0;;60;1;$450;$500;300;0;120;6
290;2;1;;60;1;$550;$600;400;0;120;6
291;3;0;;60;1;$450;$500;300;0;120;6
291;2;1;;60;1;$550;$600;400;0;120;6
292;3;0;;60;1;$450;$500;300;0;120;6
292;2;1;;60;1;$550;$600;400;0;120;6
293;3;0;;60;1;$450;$500;300;0;120;6
293;2;1;;60;1;$550;$600;400;0;120;6
294;3;0;;60;1;$450;$500;300;0;120;6
294;2;1;;60;1;$550;$600;400;0;120;6
295;2;1;;60;1;$550;$600;400;0;120;6
295;3;0;;60;1;$450;$500;300;0;120;6
296;3;0;;60;1;$450;$500;300;0;120;6
296;2;1;;60;1;$550;$600;400;0;120;6
297;2;1;;60;1;$550;$600;400;0;120;6
297;3;0;;60;1;$450;$500;300;0;120;6
298;3;0;;60;1;$450;$500;300;0;120;6
298;2;1;;60;1;$550;$600;400;0;120;6
299;3;0;;60;1;$450;$500;300;0;120;6
299;2;2;;60;1;$550;$600;400;0;120;6
300;2;1;;60;1;$600;$650;450;0;120;6
300;2;1;;100;1;$650;$700;550;0;200;6
300;2;1;;250;1;$750;$800;650;0;500;6
300;3;0;;60;1;$450;$500;300;0;120;6
300;3;0;;100;1;$550;$600;400;0;200;6
300;3;0;;250;1;$650;$700;500;0;500;6
301;3;0;;60;1;$450;$500;300;0;120;6
301;2;1;;60;1;$550;$600;400;0;120;6
302;3;0;;60;1;$450;$500;300;0;120;6
302;2;1;;60;1;$550;$600;400;0;120;6
303;2;1;;60;1;$550;$600;400;0;120;6
303;3;0;;60;1;$450;$500;300;0;120;6
304;2;1;;60;1;$550;$600;400;0;120;6
304;3;0;;60;1;$450;$500;300;0;120;6
305;2;2;;60;1;$600;$650;450;0;120;6
305;2;2;;100;1;$700;$750;550;0;200;6
305;2;2;;250;1;$800;$850;650;0;500;6
305;2;2;;500;1;$900;$950;750;0;1000;6
305;3;0;;60;1;$450;$500;300;0;120;6
305;3;0;;100;1;$550;$600;400;0;200;6
305;3;0;;250;1;$650;$700;500;0;500;6
305;3;0;;500;1;$750;$800;600;0;1000;6
305;3;0;;60;1;$500;$600;0;1;;
305;3;0;;100;1;$600;$700;0;1;;
305;3;0;;250;1;$700;$800;0;1;;
305;3;0;;500;1;$800;$900;0;1;;
305;2;2;;60;1;$650;$750;;1;;
305;2;2;;100;1;$750;$850;;1;;
305;2;2;;250;1;$850;$950;;1;;
305;2;2;;500;1;$950;$1.050;;1;;
305;1;1;;1000;1;$1.000;$1.100;;0;;
306;3;0;;60;1;$450;$500;300;0;120;6
306;2;1;;60;1;$550;$600;400;0;120;6
307;3;0;;60;1;$450;$500;300;0;120;6
307;2;2;;60;1;$550;$600;400;0;120;6
308;3;0;;60;1;$450;$500;300;0;120;6
308;2;1;;60;1;$550;$600;400;0;120;6
309;2;1;;60;1;$550;$600;400;0;120;6
309;3;0;;60;1;$450;$500;300;0;120;6
310;2;2;;60;1;$600;$650;450;0;120;6
310;2;2;;100;1;$650;$700;550;0;200;6
310;2;2;;250;1;$750;$800;650;0;500;6
310;3;0;;60;1;$450;$500;300;0;120;6
310;3;0;;100;1;$550;$600;400;0;200;6
310;3;0;;250;1;$650;$700;500;0;500;6
311;3;0;;60;1;$450;$500;300;0;120;6
311;2;2;;60;1;$550;$600;400;0;120;6
312;2;1;;60;1;$550;$600;400;0;120;6
312;3;0;;60;1;$450;$500;300;0;120;6
313;3;0;;60;1;$450;$500;300;0;120;6
313;2;2;;60;1;$550;$600;400;0;120;6
314;3;0;;60;1;$450;$500;300;0;120;6
314;2;1;;60;1;$550;$600;400;0;120;6
315;3;0;;60;1;$450;$500;300;0;120;6
315;2;2;;60;1;$550;$600;400;0;120;6
316;3;0;;60;1;$450;$500;300;0;120;6
316;2;1;;60;1;$550;$600;400;0;120;6
317;3;0;;60;1;$450;$500;300;0;120;6
317;2;1;;60;1;$550;$600;400;0;120;6
318;3;0;;60;1;$450;$500;300;0;120;6
318;2;1;;60;1;$550;$600;400;0;120;6
319;3;0;;60;1;$450;$500;300;0;120;6
319;2;1;;60;1;$550;$600;400;0;120;6
320;3;0;;60;1;$450;$500;300;0;120;6
320;2;1;;60;1;$550;$600;400;0;120;6
321;2;1;;60;1;$600;$650;450;0;120;6
321;2;1;;100;1;$700;$750;550;0;200;6
321;2;1;;250;1;$800;$850;650;0;500;6
321;3;0;;60;1;$450;$500;300;0;120;6
321;3;0;;100;1;$550;$600;400;0;200;6
321;3;0;;250;1;$650;$700;500;0;500;6
322;2;2;;60;1;$600;$650;450;0;120;6
322;2;2;;100;1;$700;$750;550;0;200;6
322;2;2;;250;1;$800;$850;650;0;500;6
322;2;2;;500;1;$900;$950;750;0;1000;6
322;3;0;;60;1;$450;$500;300;0;120;6
322;3;0;;100;1;$550;$600;400;0;200;6
322;3;0;;250;1;$650;$700;500;0;500;6
322;3;0;;500;1;$750;$800;600;0;1000;6
322;3;0;;60;1;$500;$600;0;1;;
322;3;0;;100;1;$600;$700;0;1;;
322;3;0;;250;1;$700;$800;0;1;;
322;3;0;;500;1;$800;$900;0;1;;
322;2;2;;60;1;$650;$750;;1;;
322;2;2;;100;1;$750;$850;;1;;
322;2;2;;250;1;$850;$950;;1;;
322;2;2;;500;1;$950;$1.050;;1;;
322;1;1;;1000;1;$1.000;$1.100;;0;;
324;2;2;;60;1;$600;$650;450;0;120;6
324;2;2;;100;1;$700;$750;550;0;200;6
324;2;2;;250;1;$800;$850;650;0;500;6
324;2;2;;500;1;$900;$950;750;0;1000;6
324;3;0;;60;1;$450;$500;300;0;120;6
324;3;0;;100;1;$550;$600;400;0;200;6
324;3;0;;250;1;$650;$700;500;0;500;6
324;3;0;;500;1;$750;$800;600;0;1000;6
324;3;0;;60;1;$500;$600;0;1;;
324;3;0;;100;1;$600;$700;0;1;;
324;3;0;;250;1;$700;$800;0;1;;
324;3;0;;500;1;$800;$900;0;1;;
324;2;2;;60;1;$650;$750;;1;;
324;2;2;;100;1;$750;$850;;1;;
324;2;2;;250;1;$850;$950;;1;;
324;2;2;;500;1;$950;$1.050;;1;;
324;1;1;;1000;1;$1.000;$1.100;;0;;
325;2;2;;60;1;$600;$650;450;0;120;6
325;2;2;;100;1;$700;$750;550;0;200;6
325;2;2;;250;1;$800;$850;650;0;500;6
325;2;2;;500;1;$900;$950;750;0;1000;6
325;3;0;;60;1;$450;$500;300;0;120;6
325;3;0;;100;1;$550;$600;400;0;200;6
325;3;0;;250;1;$650;$700;500;0;500;6
325;3;0;;500;1;$750;$800;600;0;1000;6
325;3;0;;60;1;$500;$600;0;1;;
325;3;0;;100;1;$600;$700;0;1;;
325;3;0;;250;1;$700;$800;0;1;;
325;3;0;;500;1;$800;$900;0;1;;
325;2;2;;60;1;$650;$750;;1;;
325;2;2;;100;1;$750;$850;;1;;
325;2;2;;250;1;$850;$950;;1;;
325;2;2;;500;1;$950;$1.050;;1;;
